date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,PLTR,AVGO,MU,GEV,VRT,BE,LITE,000660,005930,UNH,LLY,ISRG,ABBV,REGN,JPM,V,MA,BLK,SPGI,GS,COST,HD,PG,MCD,WMT,CAT,HON,DE,UNP,LMT,ETN,XOM,LNG,FCX,LIN,NEE,AMT,EQIX,TMUS,PLD,AMD,CRM,NFLX,TER,GLW,JNJ,WFC,MPC,LRCX,AMAT,PANW,FN,MPWR,BAC,CSCO,INTC,ORCL,TSM
2018-11-27,0.08178299840831274,0.08260046773568552,0.07486937827680686,0.08003735179118446,0.038134211339116666,0.009336765843791764,0.005837245357134518,0.0,0.009703118129110708,0.004177218456091025,0.0,0.002784244760482808,0.0001531929896859164,0.0002866016428902616,0.00453555921130802,0.02198247015107224,0.02597558544388388,0.012206514859255592,0.005570703937697566,0.013308085903418369,0.0038163287556161273,0.03633055889509316,0.03265247263020399,0.019846805008920033,0.006518555048116977,0.004424766329836281,0.007341434118612243,0.009730030690597325,0.01979760219917792,0.02123680913063186,0.014172686192960441,0.02757224517704516,0.007294247017826508,0.008267966459204018,0.004696038504892013,0.010812014583235179,0.010775573736885969,0.0032667328683178747,0.03237749448474251,0.004723317270229842,0.001619748530886851,0.008097516437591117,0.006535935917085019,0.0071079102859757486,0.005144515075498345,0.005693629967070607,0.0042932335963121295,0.002092762816686295,0.009669054059242933,0.011771420048840357,0.000658886528052733,0.0025273171717043077,0.036343967668096555,0.021679789724759816,0.004353266844516045,0.0022668967739629033,0.0035219521967263267,0.0015421480055245306,0.0036716484987957547,0.0005198380136023989,0.02710987893605177,0.020816627009773346,0.022045642441115842,0.015053980672217453,0.016927039440836594
2018-11-28,0.08244600944648461,0.08316546238802945,0.07541006083203756,0.08243186630960796,0.037502390500881035,0.009437689694134999,0.005731742643203681,0.0,0.009395160543069998,0.004242559446213587,0.0,0.002635723276996338,0.00015845983024454882,0.00028732523832388776,0.004471480249918075,0.021389919236168068,0.026127910021887076,0.01198574419688745,0.005680456467165541,0.013104852281949766,0.003810111136379051,0.03566107711471223,0.032974076875644326,0.020195292403452823,0.006481430839633647,0.004444680001373312,0.007299866083368145,0.009756129830461679,0.019803970936967168,0.02068067765344102,0.013998416580750454,0.027448159890138876,0.007431736828754565,0.008105559839326544,0.004688347170203926,0.010823657540462666,0.010625408116952112,0.0032226160632809393,0.032002451458366596,0.004622148388714582,0.0016745359053774729,0.00805360746918876,0.006346725649820405,0.006896774017151797,0.005019672412806564,0.005644355559920192,0.0042109157761145875,0.002059596467231991,0.010350621407215327,0.012114030069138275,0.0006419249102343782,0.0025055182469454797,0.03607515311228009,0.02150527921743169,0.0043281555746674675,0.0023057228533969313,0.0035244526245590403,0.0015864819796212832,0.003685108846994901,0.0005265681875776695,0.026972294836187637,0.020720942649257407,0.021753129591769168,0.014845105897034897,0.01697269938248841
2018-11-29,0.08208181090084739,0.08274073785855086,0.07585099490824279,0.08249701218451755,0.0381539921723155,0.00931778554246395,0.0056398590100600055,0.0,0.009448601464098745,0.004168553243065425,0.0,0.0026605691566508366,0.0001776061254238752,0.00028944420023036476,0.004461183164537597,0.021460290216414678,0.026363234148176092,0.012178200159990786,0.005688989084438666,0.013291358340816324,0.0037798580259158186,0.035494598756753044,0.03254903831275914,0.019698834666345054,0.006436863598021818,0.004390173567586963,0.007223779597806966,0.009816279620302,0.019670972603601223,0.02070634196420983,0.01414994453915577,0.027490393690371703,0.00742540146284683,0.008213380263059266,0.004640647307349966,0.01080898752575234,0.010748513652896552,0.003209573098311544,0.032357442405845385,0.004652448541936641,0.0016589932161480993,0.008236236565681235,0.006374078703225193,0.006950253098885373,0.005036836284885789,0.00564320751563585,0.004214105180145081,0.002075087146115018,0.010316741555895046,0.01241618275750902,0.0006258136986761248,0.0024833615499678845,0.03604802866618729,0.021452945201187467,0.004317123870551964,0.002296919367726741,0.003481733507866687,0.001587319496128792,0.0037169548658407517,0.0005299404662000537,0.026689752592919225,0.020811131174270598,0.02130657858595942,0.014804304135103611,0.016992675715618393
2018-11-30,0.08091238613689687,0.08252576066886623,0.07621234651167182,0.0825742928492545,0.038340927791365,0.00959118685669794,0.005742216437283261,0.0,0.009429618769812605,0.004202323431092742,0.0,0.0026315628249969337,0.00016776571535809834,0.00028738692023552265,0.0043039969957076995,0.020628315957897613,0.026101818527937835,0.012239073204737556,0.0057455383718251225,0.013811956523006009,0.003809583830667131,0.03554010074946801,0.03286486162773526,0.019961372925693686,0.00645608286210531,0.004411684339137972,0.0070066708042155635,0.009740777381742748,0.020013135903367417,0.020895838476995415,0.014054619604585159,0.027346734151298856,0.007666775020806735,0.00819674202365883,0.004749954597180913,0.010947789158492822,0.010660366817373873,0.0032199468588937808,0.03224810129172582,0.004571424210385976,0.0016609208162641543,0.00814966298249632,0.006481098241933682,0.006963358801473957,0.005007251142628244,0.0055742900483854016,0.004186567197589077,0.0020441555235946062,0.010447458094065965,0.012194097426541187,0.000625858876315493,0.0024890893783642717,0.03598460669390387,0.021356570536013957,0.0042958696295171545,0.002339223807909735,0.003520658190189017,0.0015454825855501936,0.003681104333869665,0.0005361044511241528,0.026792091629681623,0.020856913997620862,0.021829810144890705,0.014936089708516129,0.016690628631386092
2018-12-03,0.08233005322712952,0.0820147123057343,0.07538161500256356,0.08513175690722316,0.03782418524295591,0.00981097868664086,0.0057745896589198814,0.0,0.009452747642644511,0.004289087783101539,0.0,0.002579374811309853,0.000165443232312399,0.00030351688865466313,0.004286330525913303,0.020959543863844864,0.026115808375616584,0.012020872785103377,0.005841000736607029,0.013491608057684503,0.003919186502631103,0.03527186485871594,0.03306184015231059,0.02048337254445708,0.00644914740970342,0.004392926031810533,0.0069227163958488665,0.009609935445040978,0.0198312643871279,0.02028545498606919,0.013587867541387489,0.02718931395015874,0.007719963801425446,0.008181232986933925,0.004891022113708373,0.01099798919682064,0.010353931890951627,0.003209779136663844,0.03239127444846142,0.004647431535877086,0.0016534776043739307,0.008279485329123046,0.006399368341234676,0.006787468042639137,0.004997453783234718,0.00542842218267562,0.004196175262411723,0.0022371424401394216,0.010371618561419061,0.012163569837658332,0.0006199798867366222,0.0025360595094791154,0.0352127656086696,0.020981624934016847,0.004191149251778365,0.0023593405517022383,0.0035598156386078897,0.001575345481001121,0.0036582662973983853,0.0005376985874948107,0.02647094763632415,0.02087854319203439,0.0218193124690094,0.015006912806985703,0.016907315713787747
2018-12-04,0.08168902477216022,0.0824095227840318,0.07446008510367287,0.08317298651332626,0.03837741928702718,0.009408325006849596,0.00601350373928956,0.0,0.009404016899953821,0.004101223400983958,0.0,0.0026770526530190027,0.00016015707947984257,0.00029753576007282177,0.004353964027242756,0.021200182032847556,0.026368326449554433,0.012265605737437341,0.005729667018072786,0.01353755365544839,0.00396331630796262,0.03497351573125673,0.03280876751100454,0.020309807310211113,0.006291337153624571,0.004372674604217959,0.006910398543364199,0.00972760835506981,0.019852837848013387,0.021051372549366825,0.014077399439928735,0.02737878826454345,0.00745700896711275,0.008131981399518543,0.00474389508340724,0.011116636984691071,0.010381789678861478,0.0032023640803026617,0.03287696229292565,0.004623463444671418,0.0016323494515837432,0.008408979753434787,0.00663005745472804,0.0070617826479617805,0.005106875424636833,0.005531775206508526,0.004241521606728263,0.002068228199559235,0.010397722373674102,0.011973193757589444,0.000617152469746102,0.002534344557928685,0.03650122082607208,0.020788524273223297,0.004261063291111746,0.0022920499389165448,0.0034141967924601374,0.0016162364754667407,0.003715593105735153,0.0005253791869129523,0.025981243367711394,0.021051230654676404,0.02157042687210615,0.015237637015073184,0.01696313782593
2018-12-05,0.08172192437056941,0.08244271255722654,0.07449007330471039,0.08320648376540404,0.038392875484307615,0.009412114134156378,0.006015925629605997,0.0,0.009407804292205163,0.004102875135758062,0.0,0.002678130814466642,0.00016022158145684586,0.00029765559020968627,0.004305184759481358,0.020856511061968456,0.026378946081179765,0.012270545611601989,0.005731974595430195,0.01354300579641775,0.003964912501763003,0.034987601033728215,0.032821980978522645,0.020317986921929303,0.006293870939116421,0.004374435663783233,0.006913181650857013,0.009731526071179856,0.019860833418952128,0.021059850820527096,0.014083068999450485,0.027389814851546367,0.007460012217562074,0.008135256489692058,0.004745805649037994,0.01112111412092176,0.010385970861243762,0.0032036538067071064,0.03289020322534428,0.00462532550742726,0.0016330068672105102,0.008412366402469841,0.006632727657099764,0.00706462672418645,0.005108932177683707,0.005534003084528757,0.004243229845477526,0.0020690611618497494,0.010401909972821212,0.011978015865178547,0.0006174010229448764,0.002535365244837593,0.03651592139949639,0.020796896684352164,0.004262779400117389,0.002292973043614324,0.0034155718327874666,0.0016168874017218338,0.0037170895310061312,0.000525590779159404,0.025991707104735473,0.021059708868689728,0.021579114188224644,0.015243773850956575,0.016969969593401697
2018-12-06,0.08073829499156858,0.08287727952157227,0.07551653424143911,0.08466650800916745,0.038831265646906865,0.00947416839540365,0.006066672971575001,0.0,0.009205276122565656,0.004186992973328362,0.0,0.002683916415223105,0.00016247015102301745,0.00029481801034410114,0.004162603365332904,0.020360489477472408,0.026194351385988815,0.012187939879416158,0.005729811970604423,0.013497988415249788,0.004055817650717043,0.03429119296255287,0.033362576150598455,0.020552876596836897,0.006204662684164363,0.004268902028604846,0.006898731490393909,0.010017018155705382,0.019917854043729744,0.021095068754231287,0.0141015632333911,0.02721582515043589,0.007398566721599624,0.008064158332150118,0.004829126603141459,0.011013111937863779,0.010362906886168456,0.0031282175355358977,0.03243047248149718,0.0045838049142720265,0.0015818840277412847,0.008151362196960178,0.006644595594805756,0.007237440205173653,0.0052054823675524295,0.005589669947348571,0.004342144700635746,0.002084822947387144,0.010603056200493599,0.012295430885332245,0.0006046858405931526,0.0025425431843479804,0.036453176334888614,0.02050138876704699,0.004273073381508798,0.0022303118698766802,0.003341236454647627,0.0016567221192350455,0.0034666929235582164,0.0005197372856087614,0.025426597685929815,0.021502945198649134,0.021839688094548972,0.014583402459327455,0.01669207306903019
2018-12-07,0.07999227189485911,0.08173984484357837,0.07531845473387086,0.08339936624019284,0.03926352575193256,0.009077120733488224,0.00614538838226898,0.0,0.00951238700127167,0.004032204313234996,0.0,0.002737829505381074,0.00016959251323310568,0.000283798416782752,0.004328505918050677,0.02115030958616358,0.026166329367255232,0.012277543572593863,0.005576046241824766,0.013350393073575158,0.004070204204180893,0.03459421161257166,0.033319067554471976,0.02044081249444249,0.006261078250694262,0.004275858957239688,0.006917568048337709,0.009923399017039498,0.020094750105400787,0.02141812882446385,0.014293381730767498,0.027495239962074442,0.007315836382799663,0.008118268666961881,0.004732292878317043,0.010999266822329773,0.010611465331234813,0.0031244515801973965,0.033000099923635964,0.004724261425073466,0.0015916972566713962,0.00819962877306201,0.0068340933710235455,0.007382467767168563,0.005262973589080754,0.005605414578466498,0.004354259960209646,0.00195690438263493,0.01042499720148547,0.011840061447300525,0.000599201834185965,0.002544202777353989,0.03732857732587102,0.020720813147141023,0.004252661312439388,0.0021703342465134836,0.0033288609956582146,0.0016394655360735932,0.003508993087174482,0.0005181957530725037,0.025278188424642512,0.02120174976281512,0.02144990000574385,0.014764649063294359,0.01699115253912473
2018-12-10,0.08009042089389685,0.08345304861338462,0.07538927957579716,0.08356106764063818,0.040313516608238856,0.009288574569955365,0.006235345979953598,0.0,0.009903939027403412,0.003952796906542827,0.0,0.0027510927358861026,0.00018250741518663558,0.0002923226767537011,0.0042216176343931825,0.020652532922292924,0.025770816193488387,0.012266930362807595,0.005618763082772641,0.013378525359040083,0.004100211659885459,0.033766974839043694,0.03332770599257618,0.02049332880655957,0.006230251898328997,0.004252574486601017,0.006848548220500113,0.009773978567800457,0.019860473802022504,0.021437698956206848,0.014348541005034163,0.027568886854385972,0.0072674477078813245,0.00803077817111121,0.0046997302764089435,0.01098445331806925,0.011035713116976932,0.0031112986422034434,0.0323592765744396,0.004727164804743851,0.001549875818717455,0.00837971805694599,0.0067884076810966485,0.007332595947981684,0.005243194405327019,0.00557895244871732,0.004272748278168989,0.001999493671173899,0.010470148390798028,0.011979539409132236,0.0006007619493120847,0.0025572180310802334,0.0370863427326637,0.020011700099745084,0.004190153214091532,0.0021554940938845165,0.003363300288092966,0.00166934671608342,0.003411720905737916,0.0005083269655684147,0.024481120281956058,0.02127954174584457,0.021783247569138093,0.014899924794556468,0.016858990604974134
