date,signal_date,signal_lag_days,confidence,trailing_ic_mean,matured_ic_count,dynamic_l1_limit,dynamic_active_share_limit,dynamic_turnover_limit,enforce_alpha_directionality,negative_signal_ow_before,negative_signal_ow_after,target_turnover,candidate_turnover,executed_turnover,projection_turnover_before_cap,turnover_cap_scale,signal_scale,ema_alpha,projection_status,constraint_violation,turnover_excess,fallback_used,weight_sum,min_weight,max_weight_actual,active_l1,allocated_active_budget,raw_target_active_share,target_active_share,executed_active_share,tradable_name_count,non_tradable_portfolio_weight,non_tradable_benchmark_weight,tradable_weight_sum_error,tradable_benchmark_sum_error
2023-08-28,2023-08-25,1,1.0,0.08670634920634919,6,0.36,0.18,0.1,1,0,0,0.21954224867073416,0.037513020085056414,0.045100405953456935,0.045051034474120344,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.12934486477001264,0.2537073860068909,0.18,0.1799999999999999,0.17999999999999994,0.12685369300344546,64,0.0,0.0,0.0,0.0
2023-09-26,2023-09-25,1,1.0,0.09807692307692306,6,0.36,0.18,0.1,1,0,0,0.24325103984397584,0.04685264171943841,0.05097267974271119,0.05087231092631143,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.12773448233177734,0.253330096495498,0.18,0.18,0.18,0.126665048247749,64,0.0,0.0,2.220446049250313e-16,1.1102230246251565e-16
2023-10-25,2023-10-24,1,1.0,0.14108669108669106,6,0.36,0.18,0.1,1,0,0,0.2511233932674341,0.057290971098349776,0.07100098537129838,0.07099873034141878,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.12794734192947418,0.2408030698532533,0.18,0.17999999999999994,0.17999999999999994,0.12040153492662665,64,0.0,0.0,0.0,0.0
2023-11-23,2023-11-22,1,1.0,0.0771596459096459,6,0.36,0.18,0.1,1,0,0,0.4027744533538788,0.11489119737561058,0.10057361787651117,0.10020219708922852,0.9979821092241274,,0.8,projected|turnover_capped,hard_rule_turnover_override,0.0005736178765111677,0,1.0,0.0,0.12866448670921726,0.20566936089027016,0.18,0.18000000000000002,0.18000000000000002,0.10283468044513508,64,0.0,0.0,0.0,0.0
2023-12-22,2023-12-21,1,1.0,0.05308302808302806,6,0.36,0.18,0.1,1,0,0,0.33403272430135417,0.08575747912482386,0.09975386833279984,0.09976637284599706,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.12239478396387415,0.22577107968138502,0.18,0.18,0.18,0.11288553984069251,64,0.0,0.0,0.0,0.0
2024-01-22,2024-01-19,1,0.5749007936507936,0.012996031746031743,6,0.2749801587301587,0.13749007936507934,0.07024305555555556,1,0,0,0.22416638677138534,0.045937389437298554,0.06570010803946524,0.06569556077115771,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.12158185473537034,0.2073750356022958,0.13749007936507934,0.13749007936507932,0.13749007936507932,0.1036875178011479,64,0.0,0.0,0.0,2.220446049250313e-16
2024-02-20,2024-02-19,1,0.9469246031746031,0.02787698412698413,6,0.3493849206349206,0.1746924603174603,0.09628472222222223,1,0,0,0.2912612086157254,0.06212183607854198,0.06665466736732883,0.06664119634871109,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.11922489059471383,0.22254423932014064,0.1746924603174603,0.17469246031746027,0.17469246031746027,0.11127211966007032,64,0.0,0.0,0.0,0.0
2024-03-20,2024-03-19,1,1.0,0.06285866910866911,6,0.36,0.18,0.1,1,0,0,0.27702561229937184,0.06430227810394785,0.0824453077145526,0.08245137380116241,1.0,,0.8,projected,,0.0,0,1.0,0.0,0.11736316237358996,0.23266499641818017,0.18,0.18,0.18000000000000002,0.11633249820909008,64,0.0,0.0,0.0,0.0
2024-04-18,2024-04-17,1,1.0,0.03901098901098901,6,0.36,0.18,0.1,1,0,0,0.2330144886436694,0.04481761352008416,0.049215457685472176,0.04922118935494194,1.0,,0.8,projected,,0.0,0,1.0,6.0500167102964204e-05,0.1160090039671359,0.23516771320528537,0.18,0.17999999999999997,0.17999999999999997,0.11758385660264269,65,0.0,0.0,0.0,1.1102230246251565e-16
2024-05-17,2024-05-16,1,1.0,0.07681623931623931,6,0.36,0.18,0.1,1,0,0,0.2603449469500816,0.0551759750058681,0.07378211197711407,0.07373359230108038,1.0,,0.8,projected,,0.0,0,1.0,1.0191687207844703e-05,0.11286443467725456,0.23985848341504723,0.18,0.18,0.17999999999999997,0.11992924170752362,65,0.0,0.0,0.0,2.220446049250313e-16
2024-06-17,2024-06-14,1,1.0,0.07662545787545787,6,0.36,0.18,0.1,1,0,0,0.24594974327557673,0.05367911575608148,0.07518372241903254,0.07518245047480779,1.0,,0.8,projected,,0.0,0,1.0,4.919869006939428e-05,0.13480521974334125,0.2456861055550738,0.18,0.17999999999999997,0.17999999999999997,0.1228430527775369,65,0.0,0.0,0.0,0.0
2024-07-16,2024-07-15,1,1.0,0.07238247863247861,6,0.36,0.18,0.1,1,0,0,0.286565980020537,0.06717745470076532,0.08345402563843193,0.08345244513771716,1.0,,0.8,projected,,0.0,0,1.0,2.8820772733773286e-06,0.12259905514863154,0.24355226215027953,0.18,0.1799999999999999,0.1799999999999999,0.12177613107513977,65,0.0,0.0,0.0,0.0
2024-08-14,2024-08-13,1,1.0,0.032760989010989006,6,0.36,0.18,0.1,1,0,0,0.25712037581900177,0.06262275373141946,0.07942762927684772,0.07937757117063579,1.0,,0.8,projected,,0.0,0,1.0,1.9886577840395103e-05,0.12143712317891102,0.21941614655428981,0.18,0.17999999999999997,0.17999999999999997,0.10970807327714491,65,0.0,0.0,0.0,0.0
2024-09-12,2024-09-11,1,0.2,-0.029418498168498165,6,0.2,0.1,0.044,1,0,0,0.18256652020702738,0.02549545375224297,0.04004013258585196,0.04003578069908839,1.0,,0.8,projected,,0.0,0,1.0,0.00012415604282896146,0.11645136027250379,0.18313113654731175,0.1,0.09999999999999998,0.09999999999999998,0.09156556827365588,65,0.0,0.0,0.0,1.1102230246251565e-16
2024-10-11,2024-10-10,1,0.2,-0.05813492063492063,6,0.2,0.1,0.044,1,0,0,0.2081895350898247,0.03921639960463401,0.043755421640362745,0.04378538064576885,1.0,,0.8,projected,,0.0,0,0.9999999999999998,0.00019591998881428484,0.12213663621249216,0.17088519495995583,0.1,0.1,0.1,0.08544259747997791,65,0.0,0.0,2.220446049250313e-16,0.0
2024-11-11,2024-11-08,1,0.2,-0.057699938949938946,6,0.2,0.1,0.044,1,0,0,0.19510947547813243,0.033525923932052636,0.04559921402475329,0.04426269513502744,0.9940650894793897,,0.8,projected|turnover_capped,hard_rule_turnover_override,0.0015992140247532913,0,1.0,9.810156628234449e-05,0.12628670738992206,0.1500436094758335,0.1,0.09999999999999996,0.09999999999999996,0.07502180473791675,65,0.0,0.0,0.0,0.0
2024-12-10,2024-12-09,1,0.2,-0.08657661782661781,6,0.2,0.1,0.044,1,0,0,0.16356794491133056,0.01977477764613104,0.03208689211019751,0.03208768044353174,1.0,,0.8,projected,,0.0,0,1.0,0.00032087089540154415,0.11560499666872208,0.1381750317725398,0.1,0.09999999999999999,0.09999999999999999,0.0690875158862699,65,0.0,0.0,0.0,2.220446049250313e-16
2025-01-08,2025-01-07,1,0.3576007326007322,0.004304029304029289,6,0.23152014652014644,0.11576007326007322,0.055032051282051256,1,0,0,0.1609740664501691,0.01703747051471728,0.02059616697255723,0.020582042501837317,1.0,,0.8,projected,,0.0,0,1.0,0.00013872145361958728,0.12144844548592798,0.13842668428817378,0.11576007326007322,0.11576007326007319,0.11576007326007323,0.06921334214408689,65,0.0,0.0,0.0,2.220446049250313e-16
2025-02-06,2025-02-05,1,1.0,0.041559829059829044,6,0.36,0.18,0.1,1,0,0,0.273456062431012,0.06731851082114687,0.07044640741065197,0.07044431709077484,1.0,,0.8,projected,,0.0,0,1.0,0.0005560720116653021,0.11245754884657064,0.18186459510343392,0.18,0.17999999999999997,0.17999999999999997,0.09093229755171696,65,0.0,0.0,0.0,0.0
2025-03-07,2025-03-06,1,1.0,0.07102411477411476,6,0.36,0.18,0.1,1,0,0,0.29209056907804803,0.07769098924818653,0.08983751523199665,0.0898270077798743,1.0,,0.8,projected,,0.0,0,1.0,0.0005524325900835561,0.11445340471910369,0.20281095171790653,0.18,0.17999999999999997,0.17999999999999997,0.10140547585895326,65,0.0,0.0,0.0,0.0
2025-04-07,2025-04-04,1,1.0,0.10470848595848596,6,0.36,0.18,0.1,1,0,0,0.21513214987187945,0.034530378377622115,0.03518948286151698,0.03513754115155322,1.0,,0.8,projected,,0.0,0,1.0,0.00040781901529979845,0.1061144313906675,0.23344819175323647,0.18,0.18,0.18,0.11672409587661824,65,0.0,0.0,0.0,0.0
2025-05-06,2025-05-05,1,1.0,0.11336059773559774,6,0.36,0.18,0.1,1,0,0,0.25396221185411444,0.050013235972999996,0.06259356658666365,0.06253360390947307,1.0,,0.8,projected,,0.0,0,1.0,0.00017003399547199495,0.10844702778428918,0.24291307323817674,0.18,0.18,0.18,0.12145653661908837,65,0.0,0.0,0.0,1.1102230246251565e-16
2025-06-04,2025-06-03,1,1.0,0.13709693084693084,6,0.36,0.18,0.1,1,0,0,0.275733739129797,0.06254698682637061,0.07800796351797315,0.0778733495044941,1.0,,0.8,projected,,0.0,0,1.0,5.259759297087572e-05,0.11743987410875308,0.24173755689398016,0.18,0.17999999999999997,0.17999999999999997,0.12086877844699008,65,0.0,0.0,0.0,0.0
2025-07-03,2025-07-02,1,1.0,0.036061507936507926,6,0.36,0.18,0.1,1,0,0,0.2880866479834594,0.07162355036897661,0.0768335067096063,0.07661316458699792,1.0,,0.8,projected,,0.0,0,1.0,2.6873496995755746e-05,0.11343476679569689,0.23646647376893673,0.18,0.17999999999999997,0.17999999999999997,0.11823323688446837,65,0.0,0.0,0.0,0.0
2025-08-01,2025-07-31,1,0.67506105006105,0.017002442002442,6,0.29501221001221,0.147506105006105,0.0772542735042735,1,0,0,0.24910969722637266,0.05988522200133318,0.07232582641949284,0.07231374560653292,1.0,,0.8,projected,,0.0,0,1.0,0.00010587663915377564,0.12428344429144182,0.2257482688751578,0.147506105006105,0.14750610500610495,0.14750610500610495,0.1128741344375789,65,0.0,0.0,0.0,0.0
2025-09-01,2025-08-29,1,0.2,-0.014110889110889112,6,0.2,0.1,0.044,1,0,0,0.22601947626016713,0.03851752728712427,0.05166278708344139,0.044013133950933564,0.9997015901901417,,0.8,projected|turnover_capped,hard_rule_turnover_override,0.00766278708344139,0,1.0,0.00018723946296015569,0.12053479689773254,0.18904632185322856,0.1,0.1,0.1,0.09452316092661428,65,0.0,0.0,0.0,1.1102230246251565e-16
2025-09-30,2025-09-29,1,0.2,-0.07943618881118882,6,0.2,0.1,0.044,1,0,0,0.1741963581897958,0.01682543501682682,0.039826911580995696,0.039826323229702434,1.0,,0.8,projected,,0.0,0,1.0,0.0003404228369883107,0.1215401376342953,0.17011828476490146,0.1,0.1,0.1,0.08505914238245073,65,0.0,0.0,0.0,0.0
2025-10-29,2025-10-28,1,0.2,-0.08661130536130536,6,0.2,0.1,0.044,1,0,0,0.1818167351222469,0.027436345337346395,0.035879758776171417,0.035807406226223644,1.0,,0.8,projected,,0.0,0,0.9999999999999999,0.000326602155486015,0.12441736805785573,0.1540955756029083,0.1,0.09999999999999995,0.09999999999999995,0.07704778780145415,65,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16
2025-11-27,2025-11-26,1,0.2,-0.09219114219114218,6,0.2,0.1,0.044,1,0,0,0.1709211910981015,0.0259761348933248,0.028008683439969775,0.027986441848277505,1.0,,0.8,projected,,0.0,0,1.0,0.00032613273898105953,0.1125727061586939,0.15911892681229667,0.1,0.1,0.09999999999999998,0.07955946340614833,65,0.0,0.0,0.0,2.220446049250313e-16
2025-12-26,2025-12-25,1,0.2,-0.011021270396270396,6,0.2,0.1,0.044,1,0,0,0.18237279157110683,0.027536993886625796,0.028381471471029804,0.028326625803768112,1.0,,0.8,projected,,0.0,0,1.0,0.0006732950232383542,0.11627450668945433,0.16244219303386817,0.1,0.1,0.1,0.08122109651693409,65,0.0,0.0,0.0,0.0
2026-01-26,2026-01-23,1,0.2,-0.031643356643356636,6,0.2,0.1,0.044,1,0,0,0.16135998308364674,0.01661873916823995,0.022851876261023307,0.02287075667693792,1.0,,0.8,projected,,0.0,0,1.0,0.0008672637487192291,0.11212538308086335,0.1568652846813591,0.1,0.09999999999999998,0.09999999999999998,0.07843264234067955,65,0.0,0.0,0.0,0.0
2026-02-24,2026-02-23,1,0.2,-0.049366258741258745,6,0.2,0.1,0.044,1,0,0,0.2043896512724423,0.03188654903054604,0.043893138247825286,0.04401218882288708,0.9997230580161298,,0.8,projected|turnover_capped,,0.0,0,1.0,0.0005122491345142573,0.11343365007899363,0.15651215779986227,0.1,0.1,0.09999999999999999,0.07825607889993114,65,0.0,0.0,0.0,0.0
2026-03-25,2026-03-24,1,0.9682400932400931,0.028729603729603728,6,0.3536480186480186,0.1768240093240093,0.09777680652680652,1,0,0,0.2852300551422388,0.06386099926847061,0.08108405574723983,0.08072881059080853,1.0,,0.8,projected,,0.0,0,1.0,0.00036859916790493057,0.11064151674538183,0.2019249326459696,0.1768240093240093,0.17682400932400927,0.17682400932400927,0.1009624663229848,65,0.0,0.0,0.0,1.1102230246251565e-16
2026-04-23,2026-04-22,1,0.803795163170163,0.02215180652680652,6,0.3207590326340326,0.1603795163170163,0.08626566142191142,1,0,0,0.261963757030344,0.048392403766364556,0.055877299790663394,0.05560875495031553,1.0,,0.8,projected,,0.0,0,1.0,0.00031930782481636295,0.11253767625925795,0.22001549139294105,0.1603795163170163,0.16037951631701625,0.16037951631701625,0.11000774569647052,65,0.0,0.0,0.0,0.0
2026-05-22,2026-05-21,1,0.4286494755244754,0.007145979020979014,6,0.24572989510489507,0.12286494755244753,0.06000546328671328,1,0,0,0.22897513985207874,0.04326253479584761,0.050047567157343924,0.04972766699442763,1.0,,0.8,projected,,0.0,0,1.0,0.00020589439015073624,0.11040398465399202,0.22243973543483747,0.12286494755244753,0.12286494755244753,0.12286494755244753,0.11121986771741874,65,0.0,0.0,0.0,0.0
