date,n_names,base_ic,rl_ic,delta_ic,base_proxy_active_return,rl_proxy_active_return,delta_proxy_active_return,base_turnover_proxy,rl_turnover_proxy
2020-10-27,64,-0.04079670329670329,-0.04079670329670329,0.0,-0.026947459010135028,-0.026947459010135028,0.0,0.13066459678760772,0.13066459678760772
2020-10-28,64,-0.02312271062271062,-0.02312271062271062,0.0,-0.033979396104228815,-0.033979396104228815,0.0,0.07661173767406676,0.07661173767406676
2020-10-29,64,-0.07014652014652015,-0.07014652014652015,0.0,-0.0327746263944438,-0.0327746263944438,0.0,0.19277702411440822,0.19277702411440822
2020-10-30,64,-0.2886446886446886,-0.2886446886446886,0.0,-0.07230697573093997,-0.07230697573093997,0.0,0.5477565056805833,0.5477565056805833
2020-11-02,64,-0.2943681318681318,-0.2943681318681318,0.0,-0.07470900097288263,-0.07470900097288263,0.0,0.1701553617795237,0.1701553617795237
2020-11-03,64,-0.33356227106227104,-0.33356227106227104,0.0,-0.07812446321606954,-0.07812446321606954,0.0,0.10185651242893748,0.10185651242893748
2020-11-04,64,-0.3489010989010989,-0.3489010989010989,0.0,-0.0826842588876855,-0.0826842588876855,0.0,0.08882152967651694,0.08882152967651694
2020-11-05,64,-0.3416666666666667,-0.3416666666666667,0.0,-0.07828001302244514,-0.07828001302244514,0.0,0.13960113956666315,0.13960113956666315
2020-11-06,64,-0.4017399267399267,-0.4017399267399267,0.0,-0.08843891791231025,-0.08843891791231025,0.0,0.08803970046618384,0.08803970046618384
2020-11-09,64,-0.154029304029304,-0.154029304029304,0.0,-0.05724789697770808,-0.05724789697770808,0.0,0.14164101892334924,0.14164101892334924
2020-11-10,64,-0.09679487179487178,-0.09679487179487178,0.0,-0.05600485604956288,-0.05600485604956288,0.0,0.09845428028905757,0.09845428028905757
2020-11-11,64,-0.22499999999999998,-0.22499999999999998,0.0,-0.044077235333709115,-0.044077235333709115,0.0,0.07237926169753643,0.07237926169753643
2020-11-12,64,-0.23864468864468857,-0.23864468864468857,0.0,-0.051351959150867314,-0.051351959150867314,0.0,0.10104850199747129,0.10104850199747129
2020-11-13,64,-0.23076923076923075,-0.23076923076923075,0.0,-0.039492800109128395,-0.039492800109128395,0.0,0.07090139983324889,0.07090139983324889
2020-11-16,64,-0.13804945054945053,-0.13804945054945053,0.0,-0.02384435891467525,-0.02384435891467525,0.0,0.09054796991044159,0.09054796991044159
2020-11-17,64,-0.08086080586080585,-0.08086080586080585,0.0,-0.021682689547645545,-0.021682689547645545,0.0,0.06500578115400545,0.06500578115400545
2020-11-18,64,-0.07541208791208791,-0.07541208791208791,0.0,-0.02412406036993991,-0.02412406036993991,0.0,0.06350150650570634,0.06350150650570634
2020-11-19,64,-0.04555860805860805,-0.04555860805860805,0.0,-0.017216559981971604,-0.017216559981971604,0.0,0.057370227442593104,0.057370227442593104
2020-11-20,64,-0.05018315018315018,-0.05018315018315018,0.0,-0.01407131335169464,-0.01407131335169464,0.0,0.05188439184087419,0.05188439184087419
2020-11-23,64,-0.037957875457875455,-0.037957875457875455,0.0,-0.007600256036337569,-0.007600256036337569,0.0,0.12073965281391824,0.12073965281391824
2020-11-24,64,0.14166666666666664,0.14166666666666664,0.0,0.013368468786567046,0.013368468786567046,0.0,0.11695252914378347,0.11695252914378347
2020-11-25,64,0.00467032967032967,0.00467032967032967,0.0,0.00857366440046639,0.00857366440046639,0.0,0.0751750677191696,0.0751750677191696
2020-11-26,64,-0.0006868131868131868,-0.0006868131868131868,0.0,0.009218641891608991,0.009218641891608991,0.0,0.08486255173904098,0.08486255173904098
2020-11-27,64,-0.040842490842490836,-0.040842490842490836,0.0,0.005008451769241348,0.005008451769241348,0.0,0.14399690469784193,0.14399690469784193
2020-11-30,64,-0.15956959706959706,-0.15956959706959706,0.0,-0.007146047800177983,-0.007146047800177983,0.0,0.11268530416571867,0.11268530416571867
2020-12-01,64,-0.2785714285714286,-0.2785714285714286,0.0,-0.011455234259620724,-0.011455234259620724,0.0,0.17377070438066866,0.17377070438066866
2020-12-02,64,-0.17257326007326004,-0.17257326007326004,0.0,-0.0019560211934483247,-0.0019560211934483247,0.0,0.13206762306039177,0.13206762306039177
2020-12-03,64,-0.24734432234432233,-0.24734432234432233,0.0,-0.012442542721939242,-0.012442542721939242,0.0,0.17458656919906182,0.17458656919906182
2020-12-04,64,-0.1890567765567765,-0.1890567765567765,0.0,-0.007224332803124588,-0.007224332803124588,0.0,0.12651153780643246,0.12651153780643246
2020-12-07,64,-0.1946886446886447,-0.1946886446886447,0.0,-0.008849171772665828,-0.008849171772665828,0.0,0.08428266489081841,0.08428266489081841
2020-12-08,64,-0.17156593406593407,-0.17156593406593407,0.0,-0.0025425354520645415,-0.0025425354520645415,0.0,0.07626651830192216,0.07626651830192216
2020-12-09,64,-0.18383699633699632,-0.18383699633699632,0.0,-0.00762496558253503,-0.00762496558253503,0.0,0.10478218048596345,0.10478218048596345
2020-12-10,64,-0.08173076923076922,-0.08173076923076922,0.0,-0.0007811757357396161,-0.0007811757357396161,0.0,0.06217776746879056,0.06217776746879056
2020-12-11,64,-0.11030219780219779,-0.11030219780219779,0.0,0.009204450222176292,0.009204450222176292,0.0,0.15117419169138865,0.15117419169138865
2020-12-14,64,-0.17225274725274722,-0.17225274725274722,0.0,-0.008673405388929073,-0.008673405388929073,0.0,0.08176996591320307,0.08176996591320307
2020-12-15,64,-0.09592490842490842,-0.09592490842490842,0.0,0.005248230999597863,0.005248230999597863,0.0,0.07239276638518428,0.07239276638518428
2020-12-16,64,-0.13905677655677653,-0.13905677655677653,0.0,-0.001624647378439284,-0.001624647378439284,0.0,0.0618006608043318,0.0618006608043318
2020-12-17,64,-0.13608058608058604,-0.13608058608058604,0.0,-0.01171185551561299,-0.01171185551561299,0.0,0.2478912212069737,0.2478912212069737
2020-12-18,64,-0.16369047619047616,-0.16369047619047616,0.0,-0.015458154330543109,-0.015458154330543109,0.0,0.08091674040275929,0.08091674040275929
2020-12-21,64,-0.12019230769230768,-0.12019230769230768,0.0,-0.005049494315609926,-0.005049494315609926,0.0,0.0759386067665194,0.0759386067665194
2020-12-22,64,-0.11817765567765567,-0.11817765567765567,0.0,-0.0023200213117357117,-0.0023200213117357117,0.0,0.13000005353740257,0.13000005353740257
2020-12-23,64,-0.063507326007326,-0.063507326007326,0.0,0.005944196394517849,0.005944196394517849,0.0,0.11327743765872621,0.11327743765872621
2020-12-24,64,0.009523809523809523,0.009523809523809523,0.0,0.012458938151742618,0.012458938151742618,0.0,0.06828247358115616,0.06828247358115616
2020-12-25,64,0.05879120879120879,0.05879120879120879,0.0,0.017476373336768776,0.017476373336768776,0.0,0.03230162322559824,0.03230162322559824
2020-12-28,64,0.06021062271062271,0.06021062271062271,0.0,0.02622012076287413,0.02622012076287413,0.0,0.1372585442149073,0.1372585442149073
2020-12-29,64,0.12138278388278387,0.12138278388278387,0.0,0.02981479256768526,0.02981479256768526,0.0,0.06097474478276502,0.06097474478276502
2020-12-30,64,0.051739926739926737,0.051739926739926737,0.0,0.02954034596693005,0.02954034596693005,0.0,0.0690246344173385,0.0690246344173385
2020-12-31,64,-0.012728937728937727,-0.012728937728937727,0.0,0.027492236402325974,0.027492236402325974,0.0,0.22163124076579138,0.22163124076579138
2021-01-01,64,0.007005494505494504,0.007005494505494504,0.0,0.0382569712593341,0.0382569712593341,0.0,0.1330456252996539,0.1330456252996539
2021-01-04,64,0.04684065934065934,0.04684065934065934,0.0,0.036822039957815564,0.036822039957815564,0.0,0.07652656930840303,0.07652656930840303
2021-01-05,64,0.04409340659340659,0.04409340659340659,0.0,0.02011515440894761,0.02011515440894761,0.0,0.07479893498561811,0.07479893498561811
2021-01-06,64,0.09395604395604394,0.09395604395604394,0.0,0.02645906765329718,0.02645906765329718,0.0,0.06312562223493406,0.06312562223493406
2021-01-07,64,0.06964285714285715,0.06964285714285715,0.0,0.016367507150832364,0.016367507150832364,0.0,0.07188310942794224,0.07188310942794224
2021-01-08,64,0.08832417582417582,0.08832417582417582,0.0,0.023233122159292668,0.023233122159292668,0.0,0.06921817294188967,0.06921817294188967
2021-01-11,64,0.17413003663003662,0.17413003663003662,0.0,0.03664677649994805,0.03664677649994805,0.0,0.08049757904260407,0.08049757904260407
2021-01-12,64,0.17362637362637362,0.17362637362637362,0.0,0.04234612420564138,0.04234612420564138,0.0,0.11174095666339187,0.11174095666339187
2021-01-13,64,0.22078754578754578,0.22078754578754578,0.0,0.03810585187488776,0.03810585187488776,0.0,0.1098994837538188,0.1098994837538188
2021-01-14,64,0.24844322344322342,0.24844322344322342,0.0,0.03678128344426588,0.03678128344426588,0.0,0.11114661527030731,0.11114661527030731
2021-01-15,64,0.1745421245421245,0.1745421245421245,0.0,0.022347344268499967,0.022347344268499967,0.0,0.08136337641422442,0.08136337641422442
2021-01-18,64,0.1527014652014652,0.1527014652014652,0.0,0.021372761662333293,0.021372761662333293,0.0,0.07508281205432969,0.07508281205432969
2021-01-19,64,0.11300366300366299,0.11300366300366299,0.0,0.007935287007218052,0.007935287007218052,0.0,0.0965523392865484,0.0965523392865484
2021-01-20,64,0.08933150183150182,0.08933150183150182,0.0,0.004083001823621581,0.004083001823621581,0.0,0.14085906188164082,0.14085906188164082
2021-01-21,64,-0.0007326007326007325,-0.0007326007326007325,0.0,-0.0031729887144594077,-0.0031729887144594077,0.0,0.10281079050399722,0.10281079050399722
2021-01-22,64,-0.0375,-0.0375,0.0,-0.007844717134696491,-0.007844717134696491,0.0,0.07985384740939869,0.07985384740939869
2021-01-25,64,-0.06964285714285715,-0.06964285714285715,0.0,-0.02216805251248913,-0.02216805251248913,0.0,0.08457358897405151,0.08457358897405151
2021-01-26,64,-0.0911172161172161,-0.0911172161172161,0.0,-0.023078776260626384,-0.023078776260626384,0.0,0.06988672374497422,0.06988672374497422
2021-01-27,64,-0.13452380952380952,-0.13452380952380952,0.0,-0.02000005236465779,-0.02000005236465779,0.0,0.3333712280903541,0.3333712280903541
2021-01-28,64,-0.14395604395604394,-0.14395604395604394,0.0,-0.03131024079911329,-0.03131024079911329,0.0,0.12052768802280646,0.12052768802280646
2021-01-29,64,-0.09267399267399268,-0.09267399267399268,0.0,-0.023484959014011604,-0.023484959014011604,0.0,0.11970086440758253,0.11970086440758253
2021-02-01,64,-0.16744505494505493,-0.16744505494505493,0.0,-0.030972054913356844,-0.030972054913356844,0.0,0.18256287962954165,0.18256287962954165
2021-02-02,64,-0.17573260073260072,-0.17573260073260072,0.0,-0.026995545396185084,-0.026995545396185084,0.0,0.07817555274553004,0.07817555274553004
2021-02-03,64,-0.19986263736263735,-0.19986263736263735,0.0,-0.03041602495901861,-0.03041602495901861,0.0,0.06749814940594268,0.06749814940594268
2021-02-04,64,-0.2254578754578754,-0.2254578754578754,0.0,-0.03686776465861229,-0.03686776465861229,0.0,0.08361193793913324,0.08361193793913324
